id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low,fico_range_high,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_d
766119,6500.0, 36 months,13.67,221.12,B,B5,10+ years,MORTGAGE,42500.0,2012-06-01,Fully Paid,credit_card,NC,675.0,679.0,7954.029992303679,6500.0,1439.03,2015-02-01
38500382,14600.0, 36 months,11.44,481.04,B,B4,6 years,RENT,57000.0,2015-01-01,Fully Paid,credit_card,TX,700.0,704.0,16798.1205599021,14600.0,2198.12,2017-01-01
29605620,10000.0, 60 months,24.08,288.15,F,F2,10+ years,RENT,100000.0,2014-10-01,Charged Off,small_business,CA,660.0,664.0,7190.37,2804.5,4385.87,2016-11-01
40237320,28000.0, 60 months,11.44,614.95,B,B4,< 1 year,MORTGAGE,139000.0,2015-02-01,Charged Off,credit_card,CO,670.0,674.0,23881.24,14863.52,7200.61,2018-01-01
60707300,13900.0, 60 months,9.17,289.69,B,B2,< 1 year,MORTGAGE,95000.0,2015-09-01,Fully Paid,credit_card,MD,775.0,779.0,15871.3961370528,13900.0,1971.4,2017-06-01
41236799,18000.0, 36 months,10.99,589.22,B,B4,10+ years,MORTGAGE,102775.0,2015-02-01,Fully Paid,debt_consolidation,MI,740.0,744.0,20905.0908191372,18000.0,2905.09,2017-05-01
17042673,16200.0, 36 months,10.15,523.88,B,B2,2 years,MORTGAGE,50000.0,2014-05-01,Fully Paid,debt_consolidation,PA,665.0,669.0,18609.71,16200.0,2409.71,2016-07-01
24736117,21000.0, 36 months,10.99,687.42,B,B3,Unknown,RENT,66000.0,2014-08-01,Fully Paid,debt_consolidation,NV,675.0,679.0,24746.8492109332,21000.0,3746.85,2017-09-01
34752890,35000.0, 60 months,15.59,843.53,D,D1,10+ years,MORTGAGE,242000.0,2014-11-01,Fully Paid,debt_consolidation,NJ,690.0,694.0,47873.2071828184,35000.0,12873.21,2018-01-01
76332775,24000.0, 60 months,15.31,574.88,C,C5,7 years,MORTGAGE,113000.0,2016-04-01,Fully Paid,debt_consolidation,CA,700.0,704.0,25836.08,24000.0,1836.08,2016-09-01
40786254,20000.0, 36 months,6.92,616.82,A,A4,10+ years,MORTGAGE,75000.0,2015-02-01,Fully Paid,debt_consolidation,TX,700.0,704.0,22224.56508573209,20000.0,2224.57,2018-03-01
44439625,3600.0, 36 months,14.65,124.18,C,C5,8 years,OWN,29000.0,2015-04-01,Fully Paid,vacation,NM,675.0,679.0,4451.9862382937,3600.0,851.99,2018-03-01
109910048,3775.0, 36 months,7.35,117.17,A,A4,10+ years,OWN,67000.0,2017-05-01,Fully Paid,major_purchase,GA,730.0,734.0,3801.787151746,3775.0,26.79,2017-06-01
1556417,15000.0, 36 months,6.03,456.54,A,A1,4 years,RENT,70000.0,2012-10-01,Charged Off,debt_consolidation,NJ,780.0,784.0,2739.24,2315.15,423.19,2013-04-01
1055282,35000.0, 36 months,14.27,1200.82,C,C2,1 year,MORTGAGE,123000.0,2011-12-01,Fully Paid,credit_card,MI,715.0,719.0,42003.8131610655,35000.0,7003.81,2013-11-01
62266811,19500.0, 36 months,13.99,666.37,C,C4,10+ years,OWN,120000.0,2015-10-01,Fully Paid,debt_consolidation,AZ,685.0,689.0,23610.657683786,19500.0,4110.66,2017-12-01
1132406,11000.0, 36 months,16.77,390.93,D,D2,4 years,MORTGAGE,32000.0,2012-02-01,Fully Paid,debt_consolidation,TX,670.0,674.0,14073.1100089146,11000.0,3073.11,2015-02-01
47991012,6675.0, 36 months,9.99,215.36,B,B3,10+ years,RENT,90000.0,2015-05-01,Fully Paid,other,NV,660.0,664.0,7708.6877871279,6675.0,1033.69,2017-08-01
60045119,16575.0, 36 months,16.99,590.87,D,D3,10+ years,RENT,78762.0,2015-09-01,Fully Paid,debt_consolidation,AL,665.0,669.0,20965.9118212003,16575.0,4390.91,2018-01-01
108512501,7000.0, 36 months,9.44,224.04,B,B1,5 years,RENT,38700.0,2017-05-01,Fully Paid,debt_consolidation,IN,690.0,694.0,7049.5179139717,7000.0,49.52,2017-06-01
36038274,12000.0, 60 months,10.49,257.87,B,B3,Unknown,MORTGAGE,50000.0,2014-11-01,Fully Paid,debt_consolidation,NJ,705.0,709.0,12809.23,11999.99,809.24,2015-10-01
67818572,21000.0, 36 months,21.99,801.9,F,F1,10+ years,MORTGAGE,61680.0,2016-01-01,Charged Off,debt_consolidation,TX,670.0,674.0,12766.25,7673.65,5092.6,2017-05-01
74693379,20000.0, 60 months,21.18,543.1,E,E3,3 years,RENT,70000.0,2016-03-01,Charged Off,debt_consolidation,MA,660.0,664.0,2668.43,984.65,1683.78,2016-08-01
6166475,11000.0, 36 months,10.64,358.26,B,B2,5 years,RENT,60000.0,2013-07-01,Fully Paid,debt_consolidation,CA,710.0,714.0,12897.0846681451,11000.0,1897.08,2016-07-01
46496271,30000.0, 60 months,21.67,822.95,E,E5,2 years,MORTGAGE,125000.0,2015-04-01,Charged Off,credit_card,NY,695.0,699.0,4089.06,858.93,1573.8,2015-08-01
137838523,30000.0, 36 months,10.47,974.65,B,B2,5 years,MORTGAGE,44160.0,2018-08-01,Fully Paid,debt_consolidation,CA,680.0,684.0,30524.755510005096,30000.0,524.76,2018-10-01
13026755,16000.0, 36 months,9.67,513.8,B,B1,3 years,RENT,50000.0,2014-03-01,Fully Paid,credit_card,IL,680.0,684.0,18483.68044642889,16000.0,2483.68,2016-12-01
52385487,8000.0, 36 months,9.17,255.04,B,B2,7 years,RENT,70000.0,2015-07-01,Fully Paid,credit_card,CA,675.0,679.0,8790.9757206013,8000.0,790.98,2017-03-01
73191152,12000.0, 36 months,14.46,412.82,C,C4,10+ years,RENT,115000.0,2016-03-01,Fully Paid,debt_consolidation,CA,670.0,674.0,14851.775852195,12000.0,2851.78,2019-03-01
49036746,8000.0, 36 months,9.17,255.04,B,B2,5 years,RENT,54000.0,2015-05-01,Charged Off,debt_consolidation,GA,700.0,704.0,3359.77,2216.37,580.92,2016-04-01
60955055,35000.0, 36 months,8.18,1099.69,B,B1,9 years,MORTGAGE,133350.0,2015-10-01,Fully Paid,debt_consolidation,NJ,715.0,719.0,39103.8279213654,35000.0,4103.83,2017-12-01
92203590,16000.0, 60 months,11.39,351.0,B,B3,6 years,MORTGAGE,76888.0,2016-10-01,Fully Paid,debt_consolidation,TX,685.0,689.0,18981.8579444122,16000.0,2981.86,2018-10-01
75740049,6300.0, 36 months,12.99,212.25,C,C2,10+ years,MORTGAGE,50000.0,2016-03-01,Fully Paid,debt_consolidation,TX,695.0,699.0,6804.0427844886,6300.0,504.04,2017-03-01
1278462,9950.0, 36 months,15.31,346.44,C,C3,6 years,RENT,72000.0,2012-05-01,Fully Paid,debt_consolidation,CA,675.0,679.0,11090.9527274747,9950.0,1140.95,2013-03-01
43391668,12000.0, 36 months,9.17,382.55,B,B2,10+ years,RENT,46000.0,2015-03-01,Fully Paid,credit_card,MS,660.0,664.0,13506.8369542821,12000.0,1506.84,2017-01-01
108945245,8000.0, 36 months,16.02,281.34,C,C5,10+ years,MORTGAGE,51000.0,2017-05-01,Charged Off,debt_consolidation,TN,660.0,664.0,2817.63,1852.95,964.68,2018-03-01
70863953,16000.0, 60 months,24.11,461.31,F,F2,10+ years,RENT,68510.0,2016-02-01,Charged Off,credit_card,FL,685.0,689.0,4866.67,1531.89,3059.78,2016-12-01
68475130,28000.0, 60 months,9.17,583.55,B,B2,10+ years,RENT,85000.0,2015-12-01,Fully Paid,credit_card,NY,695.0,699.0,33315.884872974,28000.0,5315.88,2018-09-01
46407567,4325.0, 36 months,13.99,147.8,C,C4,1 year,RENT,70000.0,2015-04-01,Fully Paid,major_purchase,VA,665.0,669.0,5316.5801040199,4325.0,991.58,2018-03-01
65169751,9000.0, 36 months,12.05,299.15,C,C1,3 years,RENT,50000.0,2015-11-01,Fully Paid,debt_consolidation,NY,695.0,699.0,10701.7943482962,9000.0,1701.79,2018-11-01
26309546,15000.0, 36 months,14.99,519.91,C,C5,10+ years,RENT,500000.0,2014-09-01,Fully Paid,vacation,CA,700.0,704.0,16564.74,15000.0,1564.74,2015-06-01
138838001,5000.0, 36 months,16.14,176.14,C,C4,4 years,MORTGAGE,80000.0,2018-09-01,Fully Paid,home_improvement,CA,685.0,689.0,5354.2452288056,5000.0,354.25,2019-02-01
107712392,6025.0, 36 months,13.49,204.44,C,C2,1 year,RENT,60000.0,2017-05-01,Fully Paid,major_purchase,MA,670.0,674.0,6954.9854992895,6025.0,929.99,2018-10-01
77316253,8000.0, 36 months,8.39,252.14,B,B1,8 years,RENT,45000.0,2016-04-01,Fully Paid,debt_consolidation,FL,695.0,699.0,8826.1538840926,8000.0,826.15,2017-12-01
39721712,22800.0, 60 months,21.99,629.59,E,E5,7 years,MORTGAGE,60000.0,2015-02-01,Charged Off,debt_consolidation,TX,740.0,744.0,11419.74,3618.4,5797.6,2016-05-01
651975,13500.0, 36 months,10.0,435.61,B,B2,5 years,MORTGAGE,94500.0,2011-01-01,Fully Paid,debt_consolidation,IL,720.0,724.0,15682.9633948533,13500.0,2182.96,2014-01-01
66542370,5000.0, 36 months,9.76,160.78,B,B3,5 years,MORTGAGE,50480.0,2015-12-01,Fully Paid,debt_consolidation,CA,660.0,664.0,5779.7884267159,5000.0,779.79,2018-10-01
73429069,30000.0, 36 months,9.75,964.5,B,B3,3 years,MORTGAGE,105000.0,2016-03-01,Fully Paid,debt_consolidation,TX,675.0,679.0,34350.351955156,30000.0,4302.12,2018-05-01
36138408,10000.0, 36 months,12.99,336.9,C,C2,10+ years,OWN,300000.0,2014-11-01,Fully Paid,other,MA,670.0,674.0,12113.591932603,10000.0,2113.59,2017-12-01
128694440,9000.0, 36 months,16.02,316.51,C,C5,4 years,MORTGAGE,48000.0,2018-02-01,Fully Paid,home_improvement,TX,735.0,739.0,9591.0675788826,9000.0,591.07,2018-07-01
69582197,18150.0, 36 months,13.44,615.4,C,C3,Unknown,MORTGAGE,36300.0,2016-01-01,Fully Paid,debt_consolidation,CO,665.0,669.0,19154.09,18150.0,1004.09,2016-06-01
88799157,14400.0, 36 months,8.99,457.85,B,B1,9 years,MORTGAGE,73500.0,2016-10-01,Fully Paid,debt_consolidation,NM,705.0,709.0,15750.161998377,14400.0,1350.16,2018-01-01
80838145,30000.0, 60 months,11.47,659.33,B,B5,6 years,MORTGAGE,115000.0,2016-06-01,Fully Paid,home_improvement,NY,730.0,734.0,35625.356564798,30000.0,5625.36,2018-05-01
112726797,7000.0, 36 months,5.32,210.81,A,A1,10+ years,MORTGAGE,115000.0,2017-07-01,Fully Paid,debt_consolidation,NV,755.0,759.0,7303.700620121801,7000.0,303.7,2018-06-01
69514879,2200.0, 36 months,8.49,69.44,B,B1,10+ years,RENT,84000.0,2016-01-01,Fully Paid,medical,VA,665.0,669.0,2477.5391352288,2200.0,277.54,2018-12-01
63505948,24000.0, 60 months,18.25,612.72,E,E1,6 years,MORTGAGE,63000.0,2015-10-01,Charged Off,debt_consolidation,PA,665.0,669.0,6129.91,754.52,1969.33,2016-06-01
9036263,33000.0, 60 months,17.76,833.69,D,D1,2 years,MORTGAGE,169000.0,2013-11-01,Fully Paid,debt_consolidation,NY,675.0,679.0,43077.4200120914,33000.0,10077.42,2015-11-01
24655471,11000.0, 36 months,15.61,384.62,D,D1,Unknown,RENT,43800.0,2014-08-01,Fully Paid,debt_consolidation,PA,715.0,719.0,13741.1588400955,11000.0,2741.16,2017-01-01
96416580,21025.0, 60 months,15.99,511.18,C,C5,6 years,MORTGAGE,140000.0,2017-01-01,Charged Off,home_improvement,CA,710.0,714.0,7144.7,2193.53,2369.74,2017-10-01
63988701,23700.0, 60 months,19.99,627.78,E,E4,2 years,MORTGAGE,86000.0,2015-11-01,Fully Paid,debt_consolidation,FL,680.0,684.0,28333.6,23700.0,4633.6,2016-11-01
92845200,8500.0, 36 months,10.49,276.24,B,B2,2 years,RENT,41200.0,2016-11-01,Fully Paid,other,GA,760.0,764.0,9433.5133308577,8500.0,933.51,2018-02-01
65693553,24000.0, 60 months,9.17,500.19,B,B2,< 1 year,MORTGAGE,120000.0,2015-11-01,Fully Paid,credit_card,LA,715.0,719.0,24340.09,24000.0,340.09,2015-12-01
44776539,10000.0, 36 months,10.99,327.34,B,B4,2 years,RENT,43000.0,2015-04-01,Fully Paid,debt_consolidation,TX,675.0,679.0,11766.4887411577,10000.0,1766.49,2018-02-01
65906693,18000.0, 60 months,18.2,459.05,E,E1,8 years,RENT,87000.0,2015-12-01,Fully Paid,debt_consolidation,VA,705.0,709.0,24840.8382633942,18000.0,6840.84,2018-07-01
31447349,5000.0, 36 months,10.99,163.67,B,B3,Unknown,RENT,17500.0,2014-10-01,Fully Paid,debt_consolidation,NY,685.0,689.0,5889.0661157964005,5000.0,889.07,2017-10-01
12245385,10000.0, 36 months,16.59,354.5,D,D1,10+ years,RENT,100000.0,2014-03-01,Fully Paid,debt_consolidation,NY,690.0,694.0,12774.3676640746,10000.0,2774.37,2017-03-01
14197683,20000.0, 36 months,7.9,625.81,A,A4,5 years,MORTGAGE,94000.0,2014-04-01,Fully Paid,credit_card,NY,675.0,679.0,22472.15,20000.0,2472.15,2016-11-01
125512637,3900.0, 36 months,6.08,118.79,A,A2,3 years,RENT,75000.0,2017-12-01,Fully Paid,debt_consolidation,PA,795.0,799.0,3932.536598401,3900.0,32.54,2018-01-01
70112131,14000.0, 36 months,12.99,471.65,C,C2,10+ years,MORTGAGE,56000.0,2016-02-01,Fully Paid,debt_consolidation,TX,685.0,689.0,16595.2899138026,14000.0,2595.29,2018-03-01
53544727,16800.0, 60 months,9.99,356.87,B,B3,10+ years,OWN,45000.0,2015-07-01,Fully Paid,credit_card,AR,715.0,719.0,20095.5183909625,16800.0,3295.52,2017-12-01
25206517,18600.0, 36 months,7.69,580.21,A,A4,8 years,RENT,70000.0,2014-08-01,Fully Paid,debt_consolidation,HI,730.0,734.0,20718.63,18600.0,2118.63,2016-11-01
126166548,26000.0, 36 months,10.42,844.09,B,B3,10+ years,MORTGAGE,50000.0,2017-12-01,Fully Paid,debt_consolidation,MI,780.0,784.0,27280.491917750296,26000.0,1280.49,2018-06-01
72714311,22025.0, 36 months,6.97,679.77,A,A3,10+ years,MORTGAGE,72000.0,2016-03-01,Fully Paid,debt_consolidation,MI,780.0,784.0,23792.8958776562,22025.0,1767.9,2017-07-01
1292835,6000.0, 36 months,6.03,182.62,A,A1,10+ years,MORTGAGE,85000.0,2012-05-01,Fully Paid,home_improvement,FL,780.0,784.0,6574.0521643523,6000.0,574.05,2015-05-01
59289158,25600.0, 36 months,13.99,874.83,C,C4,Unknown,MORTGAGE,51235.0,2015-08-01,Fully Paid,credit_card,TN,670.0,674.0,31473.668649819,25600.0,5873.67,2018-09-01
38242215,8600.0, 36 months,9.49,275.45,B,B2,4 years,RENT,38365.0,2015-01-01,Fully Paid,debt_consolidation,CA,715.0,719.0,9343.14,8600.0,743.14,2016-01-01
94255803,25600.0, 36 months,11.49,844.07,B,B5,10+ years,MORTGAGE,80000.0,2016-11-01,Fully Paid,small_business,NY,705.0,709.0,29230.2038443832,25600.0,3630.2,2018-07-01
87464334,20000.0, 36 months,11.49,659.43,B,B5,10+ years,MORTGAGE,118000.0,2016-08-01,Fully Paid,debt_consolidation,GA,665.0,669.0,23266.2819295697,20000.0,3266.28,2018-08-01
84497731,11400.0, 60 months,14.49,268.17,C,C4,3 years,RENT,30000.0,2016-07-01,Fully Paid,debt_consolidation,OK,720.0,724.0,13046.4828374046,11400.0,1646.48,2017-08-01
23916308,4000.0, 36 months,23.43,155.74,F,F1,Unknown,RENT,25200.0,2014-08-01,Charged Off,other,AZ,695.0,699.0,2024.62,1136.7,887.92,2015-10-01
11014756,12575.0, 60 months,13.98,292.47,C,C1,< 1 year,MORTGAGE,91900.0,2014-01-01,Fully Paid,debt_consolidation,CA,740.0,744.0,13780.1500043517,12575.0,1205.15,2014-10-01
91192393,20000.0, 36 months,13.49,678.61,C,C2,2 years,MORTGAGE,154000.0,2016-10-01,Fully Paid,home_improvement,NC,700.0,704.0,24229.1795577813,20000.0,4229.18,2019-02-01
65058877,10000.0, 36 months,6.89,308.27,A,A3,7 years,MORTGAGE,78000.0,2015-11-01,Fully Paid,credit_card,NC,710.0,714.0,11089.9914337439,10000.0,1089.99,2018-11-01
778478,35000.0, 60 months,17.49,570.78,D,D5,10+ years,MORTGAGE,81504.0,2011-06-01,Charged Off,debt_consolidation,NJ,725.0,729.0,7422.2,2822.64,3453.88,2012-06-01
88916775,29675.0, 36 months,18.99,1087.62,D,D3,Unknown,MORTGAGE,94000.0,2016-09-01,Charged Off,debt_consolidation,MD,660.0,664.0,14995.46,9601.03,5394.43,2017-11-01
9189490,2600.0, 36 months,23.4,101.19,E,E5,10+ years,RENT,65000.0,2013-12-01,Charged Off,debt_consolidation,CA,665.0,669.0,2226.18,1370.66,855.4,2015-10-01
124975629,3000.0, 36 months,7.97,93.97,A,A5,< 1 year,RENT,55000.0,2017-11-01,Fully Paid,debt_consolidation,DE,740.0,744.0,3238.5734540316,3000.0,238.57,2019-01-01
27551429,10000.0, 36 months,12.49,334.49,B,B5,10+ years,MORTGAGE,32000.0,2014-10-01,Charged Off,credit_card,IL,670.0,674.0,10385.91,8374.17,1995.02,2017-05-01
18835211,6000.0, 36 months,12.99,202.14,C,C1,10+ years,RENT,58000.0,2014-06-01,Fully Paid,debt_consolidation,NY,685.0,689.0,7276.5969307049,6000.0,1276.6,2017-05-01
65462488,6100.0, 36 months,12.05,202.76,C,C1,Unknown,MORTGAGE,29000.0,2015-11-01,Charged Off,debt_consolidation,GA,725.0,729.0,6074.63,4925.36,1149.27,2018-05-01
2906886,20000.0, 36 months,11.14,656.11,B,B2,6 years,MORTGAGE,60500.0,2013-01-01,Fully Paid,home_improvement,NV,770.0,774.0,23590.779999999097,20000.0,3590.78,2015-10-01
46587101,23200.0, 60 months,23.99,667.29,F,F2,10+ years,MORTGAGE,108313.0,2015-04-01,Charged Off,credit_card,NY,680.0,684.0,3274.61,1058.92,2215.69,2015-09-01
76216689,12600.0, 60 months,11.99,280.22,C,C1,1 year,RENT,40000.0,2016-04-01,Fully Paid,credit_card,NC,675.0,679.0,14825.7864014613,12600.0,2225.79,2017-12-01
38629134,3600.0, 36 months,14.99,124.78,C,C5,10+ years,MORTGAGE,46925.0,2015-01-01,Fully Paid,debt_consolidation,AZ,670.0,674.0,4372.3250375928,3600.0,772.33,2017-01-01
13747504,10000.0, 36 months,12.99,336.9,B,B5,2 years,MORTGAGE,37000.0,2014-04-01,Fully Paid,debt_consolidation,WI,660.0,664.0,11933.1200000097,10000.0,1916.28,2016-05-01
52878183,17675.0, 60 months,18.55,454.14,E,E2,10+ years,MORTGAGE,75000.0,2015-06-01,Charged Off,debt_consolidation,NY,660.0,664.0,17042.52,8622.95,7734.04,2018-07-01
90125867,9700.0, 36 months,17.99,350.63,D,D2,3 years,MORTGAGE,44000.0,2016-09-01,Fully Paid,debt_consolidation,MO,665.0,669.0,11804.0932103344,9700.0,2104.09,2018-03-01
40411575,8000.0, 36 months,11.99,265.68,B,B5,3 years,RENT,49000.0,2015-02-01,Fully Paid,credit_card,OR,660.0,664.0,9549.5900566105,8000.0,1549.59,2018-02-01
5115487,9000.0, 36 months,19.05,330.14,D,D4,6 years,MORTGAGE,80000.0,2013-05-01,Fully Paid,small_business,NY,685.0,689.0,10901.4146619142,9000.0,1901.41,2014-09-01
787891,14000.0, 36 months,6.99,432.22,A,A3,10+ years,RENT,30000.0,2011-06-01,Fully Paid,debt_consolidation,FL,760.0,764.0,15559.7343090649,14000.0,1559.73,2014-07-01
40401395,9000.0, 36 months,11.44,296.53,B,B4,2 years,OWN,65000.0,2015-02-01,Fully Paid,credit_card,TX,690.0,694.0,9648.42,9000.0,648.42,2015-11-01
78983256,29600.0, 36 months,11.47,975.67,B,B5,10+ years,MORTGAGE,82000.0,2016-05-01,Fully Paid,debt_consolidation,VA,665.0,669.0,31750.779441773106,29600.0,2150.78,2017-01-01
94061597,14500.0, 36 months,19.99,538.8,D,D4,10+ years,RENT,38000.0,2016-12-01,Fully Paid,debt_consolidation,MI,690.0,694.0,17443.053787233603,14500.0,2943.05,2018-02-01
115129107,16000.0, 36 months,10.91,523.14,B,B4,10+ years,RENT,42000.0,2017-08-01,Fully Paid,debt_consolidation,CA,720.0,724.0,17577.681950633,16000.0,1577.68,2018-08-01
46694915,23000.0, 60 months,14.65,542.96,C,C5,10+ years,MORTGAGE,90000.0,2015-05-01,Fully Paid,credit_card,MI,700.0,704.0,28234.455293534,23000.0,5234.46,2017-02-01
1376402,17800.0, 36 months,7.9,556.97,A,A4,3 years,RENT,50000.0,2012-11-01,Fully Paid,debt_consolidation,NY,725.0,729.0,20050.7791910757,17800.0,2250.78,2015-11-01
63465425,16000.0, 60 months,15.61,385.79,D,D1,4 years,RENT,69694.0,2015-10-01,Fully Paid,credit_card,IL,670.0,674.0,19712.8311601832,16000.0,3712.83,2017-06-01
83388842,15000.0, 36 months,10.99,491.01,B,B4,2 years,RENT,107000.0,2016-06-01,Fully Paid,debt_consolidation,MN,680.0,684.0,17061.9683742398,15000.0,2061.97,2018-01-01
122263359,14000.0, 36 months,20.0,520.3,D,D4,2 years,OWN,62500.0,2017-10-01,Fully Paid,credit_card,GA,665.0,669.0,15173.5275543304,14000.0,1173.53,2018-04-01
1402394,10000.0, 36 months,16.29,353.01,C,C4,2 years,RENT,60000.0,2012-07-01,Fully Paid,debt_consolidation,NC,675.0,679.0,12708.0800000007,10000.0,2708.08,2015-07-01
1392804,25475.0, 36 months,8.9,808.92,A,A5,10+ years,RENT,84000.0,2012-07-01,Fully Paid,debt_consolidation,NY,745.0,749.0,28535.4095869544,25475.0,3060.41,2014-06-01
33671539,15000.0, 60 months,11.44,329.44,B,B4,10+ years,MORTGAGE,135000.0,2014-11-01,Charged Off,debt_consolidation,OH,680.0,684.0,8594.9,4769.29,2798.3,2016-10-01
1215439,15000.0, 60 months,10.74,324.2,B,B2,2 years,MORTGAGE,59000.0,2012-07-01,Fully Paid,credit_card,TX,770.0,774.0,18988.5000199315,15000.0,3988.5,2016-01-01
78082014,10950.0, 36 months,24.99,435.32,E,E5,3 years,RENT,44000.0,2016-04-01,Fully Paid,small_business,CA,700.0,704.0,15301.4376692371,10950.0,4351.44,2018-08-01
130272965,4000.0, 36 months,10.9,130.77,B,B4,10+ years,RENT,40000.0,2018-03-01,Fully Paid,credit_card,NJ,660.0,664.0,4260.3615296013,4000.0,260.36,2018-10-01
117218445,12800.0, 36 months,12.62,428.95,C,C1,4 years,MORTGAGE,34000.0,2017-09-01,Fully Paid,debt_consolidation,GA,670.0,674.0,14433.7493706135,12800.0,1633.75,2018-10-01
54523130,11450.0, 36 months,16.55,405.67,D,D2,3 years,RENT,80000.0,2015-07-01,Fully Paid,major_purchase,CA,675.0,679.0,14522.0917333037,11450.0,3072.09,2018-02-01
39751540,18000.0, 60 months,11.44,395.33,B,B4,4 years,MORTGAGE,90000.0,2015-01-01,Fully Paid,credit_card,AZ,695.0,699.0,22234.2225747519,18000.0,4234.22,2017-09-01
57783232,17000.0, 60 months,10.99,369.54,B,B4,8 years,RENT,55000.0,2015-08-01,Fully Paid,debt_consolidation,MI,740.0,744.0,20261.646298651,17000.0,3261.65,2017-09-01
88166819,10000.0, 36 months,15.59,349.55,C,C5,3 years,RENT,85000.0,2016-08-01,Charged Off,other,OH,660.0,664.0,5933.69,4148.22,1785.47,2018-02-01
81453538,25025.0, 60 months,23.99,719.78,E,E4,10+ years,MORTGAGE,68000.0,2016-06-01,Charged Off,debt_consolidation,NY,700.0,704.0,4687.01,904.63,1907.78,2016-10-01
7345360,18000.0, 60 months,15.61,434.01,C,C3,10+ years,MORTGAGE,85000.0,2013-09-01,Charged Off,debt_consolidation,SC,675.0,679.0,13457.62,7276.23,5742.52,2016-03-01
7081047,4500.0, 36 months,24.99,178.9,F,F4,6 years,RENT,63000.0,2013-12-01,Fully Paid,other,FL,665.0,669.0,6440.1579168372,4500.0,1940.16,2016-12-01
8156056,22750.0, 36 months,11.99,755.52,B,B3,2 years,MORTGAGE,51000.0,2013-10-01,Fully Paid,debt_consolidation,OH,705.0,709.0,27107.49,22750.0,4357.49,2016-05-01
88342289,22000.0, 60 months,18.99,570.58,D,D3,9 years,RENT,52000.0,2016-08-01,Fully Paid,debt_consolidation,NY,710.0,714.0,28663.6093039685,22000.0,6663.61,2018-05-01
37217462,20000.0, 36 months,14.99,693.21,C,C5,8 years,MORTGAGE,50000.0,2014-12-01,Fully Paid,debt_consolidation,CA,690.0,694.0,24938.838347717203,20000.0,4938.84,2017-12-01
60295718,12000.0, 60 months,9.99,254.91,B,B3,2 years,RENT,37000.0,2015-09-01,Charged Off,debt_consolidation,CA,710.0,714.0,291.54,155.01,136.53,2015-11-01
103479828,13000.0, 36 months,13.49,441.1,C,C2,2 years,OWN,165500.0,2017-04-01,Fully Paid,debt_consolidation,WI,695.0,699.0,13034.1025000001,13000.0,34.1,2017-04-01
70801818,22000.0, 60 months,13.67,508.15,C,C3,10+ years,MORTGAGE,85490.0,2016-02-01,Charged Off,debt_consolidation,MD,680.0,684.0,8605.13,4800.71,3804.42,2017-07-01
8961387,11000.0, 36 months,12.99,370.59,B,B4,10+ years,RENT,90000.0,2013-12-01,Fully Paid,debt_consolidation,CA,675.0,679.0,13082.080005416,11000.0,2082.08,2015-12-01
39562159,11000.0, 60 months,12.99,250.23,C,C2,10+ years,RENT,60000.0,2015-01-01,Charged Off,debt_consolidation,OH,680.0,684.0,7498.96,4616.85,2882.11,2017-07-01
78071237,6000.0, 36 months,16.29,211.81,D,D1,10+ years,RENT,120000.0,2016-04-01,Fully Paid,debt_consolidation,CA,720.0,724.0,6563.0342250591,6000.0,563.03,2017-01-01
10786771,25000.0, 60 months,18.25,638.25,D,D3,10+ years,MORTGAGE,92500.0,2014-01-01,Fully Paid,debt_consolidation,IL,685.0,689.0,33178.930000000095,25000.0,8178.93,2016-02-01
55168165,12000.0, 36 months,6.24,366.37,A,A2,10+ years,MORTGAGE,135000.0,2015-07-01,Fully Paid,debt_consolidation,DE,735.0,739.0,12516.1500005109,12000.0,516.15,2016-04-01
3360498,12000.0, 36 months,13.11,404.97,B,B4,4 years,RENT,71000.0,2013-02-01,Fully Paid,debt_consolidation,NY,700.0,704.0,13177.9155570145,12000.0,1177.92,2014-03-01
138950383,9075.0, 36 months,25.34,362.46,E,E3,Unknown,RENT,15000.0,2018-08-01,Fully Paid,car,AR,710.0,714.0,9221.9203750009,9075.0,146.92,2018-09-01
76864183,40000.0, 60 months,10.75,864.72,B,B4,10+ years,MORTGAGE,129025.0,2016-04-01,Charged Off,credit_card,NE,690.0,694.0,18454.85,6946.75,4246.83,2017-05-01
29934929,12000.0, 60 months,20.99,324.58,E,E4,9 years,MORTGAGE,52491.0,2014-10-01,Charged Off,debt_consolidation,TN,675.0,679.0,11975.41,5266.14,5755.59,2017-08-01
23543556,21000.0, 60 months,11.67,463.64,B,B4,7 years,MORTGAGE,100000.0,2014-08-01,Charged Off,debt_consolidation,VA,725.0,729.0,7878.55,2710.67,1925.73,2015-06-01
6300813,7300.0, 36 months,12.35,243.69,B,B4,2 years,RENT,26488.8,2013-07-01,Fully Paid,credit_card,WI,685.0,689.0,8660.029997413101,7300.0,1360.03,2015-10-01
19004939,2250.0, 36 months,12.99,75.81,C,C1,1 year,RENT,85000.0,2014-06-01,Fully Paid,debt_consolidation,CA,675.0,679.0,2345.09,2250.0,95.09,2014-12-01
92971425,30000.0, 36 months,15.99,1054.57,C,C5,8 years,RENT,200000.0,2016-11-01,Fully Paid,credit_card,FL,665.0,669.0,33131.3841156746,30000.0,3078.65,2017-07-01
